track_name,artists,streams,released_year
Marisola - Remix,Standly,223582566,2022
Marisola - Remix,Stars Music Chile,223582566,2022
LOKERA,Brray,471819764,2022
LOKERA,Rauw Alejandro,471819764,2022
LOKERA,Lyanno,471819764,2022
Low,SZA,272377463,2022
Numb,Linkin Park,1361425037,2003
Tormenta (feat. Bad Bunny),Gorillaz,149778242,2023
Tormenta (feat. Bad Bunny),Bad Bunny,149778242,2023
on the street (with J. Cole),j-hope,116599790,2023
on the street (with J. Cole),J. Cole,116599790,2023
One Thing At A Time,Morgan Wallen,148469433,2022
Miss You,Robin Schulz,497225336,2022
Miss You,Oliver Tree,497225336,2022
Ain???t Tha,Morgan Wallen,88791109,2023
Thinkin??? B,Morgan Wallen,125917280,2023
Private Landing (feat. Justin Bieber & Future),Don Toliver,105062254,2023
Private Landing (feat. Justin Bieber & Future),Future,105062254,2023
Private Landing (feat. Justin Bieber & Future),Justin Bieber,105062254,2023
Everything I Love,Morgan Wallen,95623148,2023
Heaven,Niall Horan,144584800,2023
LET GO,Central Cee,298063749,2022
Sial,Mahalini,166570053,2023
I Wrote The Book,Morgan Wallen,83021468,2023
"Apna Bana Le (From ""Bhediya"")",Arijit Singh,139836056,2022
"Apna Bana Le (From ""Bhediya"")",Sachin-Jigar,139836056,2022
SPIT IN MY FACE!,ThxSoMch,303216294,2022
PLAYA DEL INGL?,Myke Towers,221409663,2022
PLAYA DEL INGL?,Quevedo,221409663,2022
Man Made A Bar (feat. Eric Church),Morgan Wallen,58890931,2023
Man Made A Bar (feat. Eric Church),Eric Church,58890931,2023
Red Ruby Da Sleeze,Nicki Minaj,81419389,2023
Kahani Suno 2.0,Kaifi Khalil,156777415,2022
Nobody Gets Me,SZA,284908316,2022
PERO T?,Karol G,93438910,2023
PERO T?,Quevedo,93438910,2023
Hype Boy,NewJeans,363472647,2022
Bloody Mary,Lady Gaga,372476382,2011
Monoton?,Ozuna,380726517,2022
Monoton?,Shakira,380726517,2022
???98 Braves,Morgan Wallen,56533272,2023
WANDA,Quevedo,175399345,2023
Thought You Should Know,Morgan Wallen,203221468,2022
In The End,Linkin Park,1624165576,2000
Zona De Perigo,Leo Santana,134294498,2022
Lovezinho,Treyce,70069745,2022
I Like You (A Happier Song) (with Doja Cat),Post Malone,609293408,2022
I Like You (A Happier Song) (with Doja Cat),Doja Cat,609293408,2022
Neverita,Bad Bunny,671365962,2022
Vista Al Mar,Quevedo,362361576,2022
Sem Alian??a no,MC Xenon,93587665,2022
Sem Alian??a no,Os Gemeos da Putaria,93587665,2022
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,1223481149,2021
Enemy (with JID) - from the series Arcane League of Legends,League of Legends,1223481149,2021
Enemy (with JID) - from the series Arcane League of Legends,JID,1223481149,2021
Enemy (with JID) - from the series Arcane League of Legends,Arcane,1223481149,2021
Revenge,XXXTENTACION,1022258230,2017
Bombonzinho - Ao Vivo,Israel & Rodolffo,263453310,2022
Bombonzinho - Ao Vivo,Ana Castela,263453310,2022
LA CANCI?,J Balvin,1435127549,2019
LA CANCI?,Bad Bunny,1435127549,2019
Qu?? Ago,Yuridia,236857112,2022
Qu?? Ago,Angela Aguilar,236857112,2022
Love Again,The Kid Laroi,147538971,2023
After Hours,The Weeknd,698086140,2020
About Damn Time,Lizzo,723894473,2022
Born With A Beer In My Hand,Morgan Wallen,34450974,2023
?????????????????????,Fujii Kaze,403097450,2020
Besos Moja2,Wisin & Yandel,309483971,2022
Besos Moja2,ROSAL?,309483971,2022
Maan Meri Jaan,King,319566866,2022
Moscow Mule,Bad Bunny,909001996,2022
My Universe,Coldplay,1061966512,2021
My Universe,BTS,1061966512,2021
Devil Don???,Morgan Wallen,32526947,2023
LLYLM,ROSAL?,124988687,2023
I'm Not Here To Make Friends,Sam Smith,103787664,2023
I'm Not Here To Make Friends,Calvin Harris,103787664,2023
I'm Not Here To Make Friends,Jessie Reyez,103787664,2023
TRUSTFALL,P!nk,134255790,2023
ANTIFRAGILE,LE SSERAFIM,301051721,2022
Boy's a liar,PinkPantheress,156338624,2022
VIBE (feat. Jimin of BTS),TAEYANG,152850295,2023
VIBE (feat. Jimin of BTS),Jimin,152850295,2023
Shirt,SZA,309653982,2022
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,297328960,2022
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,332506354,2022
"Sex, Drugs, Etc.",Beach Weather,480507035,2016
Boy With Luv (feat. Halsey),Halsey,1065580332,2019
Boy With Luv (feat. Halsey),BTS,1065580332,2019
"Hey, Mickey!",Baby Tate,122763672,2016
Calm Down,R??,445763624,2022
Jhoome Jo Pathaan,Arijit Singh,1365184,2022
Jhoome Jo Pathaan,Vishal Dadlani,1365184,2022
Jhoome Jo Pathaan,Sukriti Kakar,1365184,2022
Jhoome Jo Pathaan,Vishal-Shekhar,1365184,2022
Jhoome Jo Pathaan,Shekhar Ravjiani,1365184,2022
Jhoome Jo Pathaan,Kumaar,1365184,2022
Escapism. - Sped Up,RAYE,184308753,2022
Escapism. - Sped Up,070 Shake,184308753,2022
Space Song,Beach House,789753877,2015
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],BTS,323358833,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,323358833,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],FIFA Sound,323358833,2022
Te Felicito,Shakira,606361689,2022
Te Felicito,Rauw Alejandro,606361689,2022
Mu??,Steve Aoki,120972253,2023
Mu??,Tini,120972253,2023
Mu??,La Joaqui,120972253,2023
TV,Billie Eilish,338564981,2022
I'm Not The Only One,Sam Smith,1606986953,2014
Heather,Conan Gray,1301799902,2020
"Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,140187018,2022
"Besharam Rang (From ""Pathaan"")",Shilpa Rao,140187018,2022
"Besharam Rang (From ""Pathaan"")",Caralisa Monteiro,140187018,2022
"Besharam Rang (From ""Pathaan"")",Kumaar,140187018,2022
"Besharam Rang (From ""Pathaan"")",Vishal Dadlani,140187018,2022
"Besharam Rang (From ""Pathaan"")",Shekhar Ravjiani,140187018,2022
One Kiss (with Dua Lipa),Calvin Harris,1897517891,2017
One Kiss (with Dua Lipa),Dua Lipa,1897517891,2017
Sugar Rush Ride,TOMORROW X TOGETHER,107642809,2023
Pink Venom,BLACKPINK,551305895,2022
WAIT FOR U (feat. Drake & Tems),Drake,556585270,2022
WAIT FOR U (feat. Drake & Tems),Future,556585270,2022
WAIT FOR U (feat. Drake & Tems),Tems,556585270,2022
Don't Start Now,Dua Lipa,2303033973,2019
After Dark,Mr.Kitty,646886885,2014
Eu Gosto Assim - Ao Vivo,Gustavo Mioto,222612678,2022
Eu Gosto Assim - Ao Vivo,Mari Fernandez,222612678,2022
INDUSTRY BABY (feat. Jack Harlow),Jack Harlow,1814349763,2021
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,1814349763,2021
MIDDLE OF THE NIGHT,Elley Duh?,872137015,2020
Atlantis,Seafret,571386359,2015
PUNTO 40,Baby Rasta,304079786,2022
PUNTO 40,Rauw Alejandro,304079786,2022
Evoque Prata,DJ Escobar,174006928,2022
Evoque Prata,MC MENOR SG,174006928,2022
Evoque Prata,MC MENOR HR,174006928,2022
How Do I Say Goodbye,Dean Lewis,284785823,2022
Blind,SZA,163284000,2022
Die For You,Joji,246390068,2022
Doja,Central Cee,482257456,2022
Gatita,Bellakath,168684524,2022
Rumble,Skrillex,78489819,2022
Rumble,Flowdan,78489819,2022
Rumble,Fred again..,78489819,2022
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Travis Scott,195516622,2022
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],21 Savage,195516622,2022
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,195516622,2022
Yonaguni,Bad Bunny,1260594497,2021
Super Freaky Girl,Nicki Minaj,428685680,2022
Running Up That Hill (A Deal With God),Kate Bush,1024858327,1985
Dream On,Aerosmith,838586769,1973
Limbo,Freddie Dredd,199386237,2022
Where Are You Now,Lost Frequencies,972509632,2021
Where Are You Now,Calum Scott,972509632,2021
WORTH NOTHING,Twisted,213438580,2022
WORTH NOTHING,Oliver Tree,213438580,2022
Bad Habits,Ed Sheeran,1555511105,2020
KICK BACK,Kenshi Yonezu,210038833,2022
Evergreen (You Didn???t Deserve Me A,Omar Apollo,227918678,2022
Good Days,SZA,826623384,2020
Levitating (feat. DaBaby),Dua Lipa,1802514301,2020
Levitating (feat. DaBaby),DaBaby,1802514301,2020
Woman,Doja Cat,1329090101,2021
Shut up My Moms Calling - (Sped Up),Hotel Ugly,181831132,2022
Ferrari,James Hype,462791599,2022
Ferrari,Miggy Dela Rosa,462791599,2022
"You're On Your Own, Kid",Taylor Swift,348647203,2022
"Kesariya (From ""Brahmastra"")",Pritam,366599607,2022
"Kesariya (From ""Brahmastra"")",Arijit Singh,366599607,2022
"Kesariya (From ""Brahmastra"")",Amitabh Bhattacharya,366599607,2022
Agudo M??gi,Styrx,90598517,1930
Agudo M??gi,utku INC,90598517,1930
Agudo M??gi,Thezth,90598517,1930
Payphone,Maroon 5,1479264469,2012
Payphone,Wiz Khalifa,1479264469,2012
All I Want for Christmas Is You,Mariah Carey,1449779435,1994
Last Christmas,Wham!,1159176109,1984
Rockin' Around The Christmas Tree,Brenda Lee,769213520,1958
Jingle Bell Rock,Bobby Helms,741301563,1957
It's Beginning To Look A Lot Like Christmas,Michael Bubl?,807561936,2011
Santa Tell Me,Ariana Grande,834129063,2013
It's the Most Wonderful Time of the Year,Andy Williams,663832097,1963
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,446390129,1959
Snowman,Sia,690104769,2017
Underneath the Tree,Kelly Clarkson,485285717,2013
Feliz Navidad,Jos?? Felic,520034544,1970
Holly Jolly Christmas,Michael Bubl?,476244795,2011
Mistletoe,Justin Bieber,629173063,2011
Sleigh Ride,The Ronettes,404664135,1963
Seek & Destroy,SZA,98709329,2022
Love Language,SZA,110849052,2022
Happy Xmas (War Is Over),John Lennon,460492795,1971
Happy Xmas (War Is Over),The Harlem Community Choir,460492795,1971
Happy Xmas (War Is Over),The Plastic Ono Band,460492795,1971
Happy Xmas (War Is Over),Yoko Ono,460492795,1971
Used (feat. Don Toliver),SZA,94005786,2022
Used (feat. Don Toliver),Don Toliver,94005786,2022
A Holly Jolly Christmas - Single Version,Burl Ives,395591396,1952
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,389771964,1946
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,403939487,1979
Do They Know It's Christmas? - 1984 Version,Band Aid,481697415,1984
Ghost in the Machine (feat. Phoebe Bridgers),SZA,110073250,2022
Ghost in the Machine (feat. Phoebe Bridgers),Phoebe Bridgers,110073250,2022
Special,SZA,88092256,2022
Merry Christmas Everyone,Shakin' Stevens,351636786,1984
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,473248298,1950
Let It Snow! Let It Snow! Let It Snow!,B. Swanson Quartet,473248298,1950
SOS,SZA,73981293,2022
Open Arms (feat. Travis Scott),SZA,155653938,2022
Open Arms (feat. Travis Scott),Travis Scott,155653938,2022
White Christmas,Bing Crosby,395591396,1942
White Christmas,John Scott Trotter & His Orchestra,395591396,1942
White Christmas,Ken Darby Singers,395591396,1942
Driving Home for Christmas - 2019 Remaster,Chris Rea,429504768,1986
Christmas (Baby Please Come Home),Darlene Love,242767149,1963
Gone Girl,SZA,65362788,2022
F2F,SZA,67540165,2022
Notice Me,SZA,62019074,2022
Merry Christmas,Ed Sheeran,135723538,2017
Merry Christmas,Elton John,135723538,2017
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,295998468,1958
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),The Fontane Sisters,295998468,1958
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Mitchell Ayres & His Orchestra,295998468,1958
My Only Wish (This Year),Britney Spears,261116938,2000
Antidepresan,Mabel Matiz,136689549,2022
Antidepresan,Mert Demir,136689549,2022
Wild Flower (with youjeen),RM,135611421,2022
I Hate U,SZA,356709897,2021
Raindrops (Insane) [with Travis Scott],Travis Scott,110649992,2022
Raindrops (Insane) [with Travis Scott],Metro Boomin,110649992,2022
SPIT IN MY FACE!,ThxSoMch,301869854,2022
Deck The Hall - Remastered 1999,Nat King Cole,127027715,1959
Smoking on my Ex Pack,SZA,57144458,2022
Conceited,SZA,56870689,2022
Snow On The Beach (feat. Lana Del Rey),Taylor Swift,323437194,2022
Snow On The Beach (feat. Lana Del Rey),Lana Del Rey,323437194,2022
Maroon,Taylor Swift,317726339,2022
Tubar??o Te,Dj LK da Esc??cia,116144341,2022
Tubar??o Te,Tchakabum,116144341,2022
Tubar??o Te,mc jhenny,116144341,2022
Tubar??o Te,M,116144341,2022
Bejeweled,Taylor Swift,328207708,2022
Tarot,Bad Bunny,608228647,2022
Tarot,Jhay Cortez,608228647,2022
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,180577478,2005
You Make It Feel Like Christmas (feat. Blake Shelton),Blake Shelton,180577478,2005
Desesperados,Chencho Corleone,809306935,2021
Desesperados,Rauw Alejandro,809306935,2021
Too Late,SZA,49262961,2022
Party,Bad Bunny,614555082,2022
Party,Rauw Alejandro,614555082,2022
Run Rudolph Run - Single Version,Chuck Berry,245350949,1958
Jingle Bells - Remastered 1999,Frank Sinatra,178660459,1957
Far,SZA,51641685,2022
On Time (with John Legend),John Legend,78139948,2022
On Time (with John Legend),Metro Boomin,78139948,2022
GAT??,Maldy,322336177,2022
GAT??,Karol G,322336177,2022
???abcdefu,Gayle,1007612429,2021
Sacrifice,The Weeknd,326792833,2022
Is There Someone Else?,The Weeknd,391251368,2022
Fingers Crossed,Lauren Spencer Smith,349585590,2022
Fingers Crossed,Lauren Spencer Smith,349585590,2022
Fingers Crossed,Lauren Spencer Smith,349585590,2022
Out of Time,The Weeknd,339659802,2022
Do It To It,Cherish,674772936,2021
Do It To It,ACRAZE,674772936,2021
We Don't Talk About Bruno,Adassa,432719968,2021
We Don't Talk About Bruno,Mauro Castillo,432719968,2021
We Don't Talk About Bruno,Stephanie Beatriz,432719968,2021
We Don't Talk About Bruno,Encanto - Cast,432719968,2021
We Don't Talk About Bruno,Rhenzy Feliz,432719968,2021
We Don't Talk About Bruno,Diane Guerrero,432719968,2021
We Don't Talk About Bruno,Carolina Gaitan,432719968,2021
Pepas,Farruko,1309887447,2021
How Do I Make You Love Me?,The Weeknd,119238316,2022
Gasoline,The Weeknd,116903579,2022
Infinity,Jaymes Young,888046992,2017
Less Than Zero,The Weeknd,200660871,2022
Take My Breath,The Weeknd,130655803,2021
good 4 u,Olivia Rodrigo,1887039593,2021
"Here We Go??? Again (feat. Tyler, the Cr",The Weeknd,88103848,2022
"Here We Go??? Again (feat. Tyler, the Cr",Tyler,88103848,2022
"Here We Go??? Again (feat. Tyler, the Cr",The Creator,88103848,2022
Best Friends,The Weeknd,101114984,2022
Kiss Me More (feat. SZA),SZA,1575467011,2021
Kiss Me More (feat. SZA),Doja Cat,1575467011,2021
I Heard You're Married (feat. Lil Wayne),The Weeknd,91656026,2022
I Heard You're Married (feat. Lil Wayne),Lil Wayne,91656026,2022
Need To Know,Doja Cat,1042568408,2021
MONTERO (Call Me By Your Name),Lil Nas X,1735441776,2020
love nwantiti (ah ah ah),Ckay,726837877,2019
Dawn FM,The Weeknd,53933526,2022
Surface Pressure,Jessica Darrow,267758538,2021
Starry Eyes,The Weeknd,74601456,2022
THATS WHAT I WANT,Lil Nas X,920797189,2021
One Right Now (with The Weeknd),The Weeknd,539595276,2021
One Right Now (with The Weeknd),Post Malone,539595276,2021
Beggin,M??ne,1367810478,2017
Mon Amour - Remix,Aitana,578207856,2020
Mon Amour - Remix,zzoilo,578207856,2020
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Julieta Venegas,775542072,2021
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Bad Bunny,775542072,2021
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,775542072,2021
MONEY,Lisa,863625566,2021
The Motto,Ti??sto,656013912,2021
The Motto,Ava,656013912,2021
Happier Than Ever,Billie Eilish,1056760045,2021
Moth To A Flame (with The Weeknd),The Weeknd,611994237,2021
Moth To A Flame (with The Weeknd),Swedish House Mafia,611994237,2021
traitor,Juan Cruz Toledo,1230855859,2021
traitor,Huilen Toledo,1230855859,2021
Toxic,BoyWithUke,582981380,2021
drivers license,Olivia Rodrigo,1858144199,2021
Malvad??,Xam??,240684449,2021
Malvad??,Gustah,240684449,2021
Malvad??,Neo B,240684449,2021
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,583687007,2021
Don???t Break My,The Weeknd,63803529,2022
Oh My God,Adele,466214729,2021
Entre Nosotros (Remix) [con Nicki Nicole],Lit Killah,236940480,2022
Entre Nosotros (Remix) [con Nicki Nicole],Maria Becerra,236940480,2022
Entre Nosotros (Remix) [con Nicki Nicole],Tiago pzk,236940480,2022
Entre Nosotros (Remix) [con Nicki Nicole],NICKI NICOLE,236940480,2022
A Tale By Quincy,The Weeknd,41924466,2022
I AM WOMAN,Emmy Meli,225259194,2021
Medallo,Justin Quiles,393230256,2021
Medallo,Lenny Tav??rez,393230256,2021
Medallo,BL,393230256,2021
It'll Be Okay,Shawn Mendes,287201015,2021
Softcore,The Neighbourhood,599770206,2018
Super Gremlin,Kodak Black,342779426,2021
Volv?,Aventura,673801126,2021
Volv?,Bad Bunny,673801126,2021
Todo De Ti,Rauw Alejandro,1168642797,2020
Love Nwantiti - Remix,Ckay,540539717,2019
Love Nwantiti - Remix,AX'EL,540539717,2019
Love Nwantiti - Remix,Dj Yo!,540539717,2019
Smokin Out The Window,Bruno Mars,383550148,2021
Smokin Out The Window,Anderson .Paak,383550148,2021
Smokin Out The Window,Silk Sonic,383550148,2021
Meet Me At Our Spot,THE ANXIETY,530511203,2020
Meet Me At Our Spot,Willow,530511203,2020
Meet Me At Our Spot,Tyler Cole,530511203,2020
Every Angel is Terrifying,The Weeknd,37307967,2022
Tacones Rojos,Sebastian Yatra,510876816,2021
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,1445941661,2021
Peaches (feat. Daniel Caesar & Giveon),Daniel Caesar,1445941661,2021
Peaches (feat. Daniel Caesar & Giveon),Giveon,1445941661,2021
Dakiti,Bad Bunny,1763363713,2020
Dakiti,Jhay Cortez,1763363713,2020
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,374191487,2021
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Tiago pzk,374191487,2021
L???,Stromae,108809090,2022
Nost??l,Chris Brown,436695353,2021
Nost??l,Rvssian,436695353,2021
Nost??l,Rauw Alejandro,436695353,2021
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,421040617,2021
Better Days (NEIKED x Mae Muller x Polo G),Mae Muller,421040617,2021
Better Days (NEIKED x Mae Muller x Polo G),Polo G,421040617,2021
Life Goes On,Oliver Tree,501541661,2020
Sad Girlz Luv Money Remix (feat. Kali Uchis),Kali Uchis,354065229,2021
Sad Girlz Luv Money Remix (feat. Kali Uchis),Amaarae,354065229,2021
Sad Girlz Luv Money Remix (feat. Kali Uchis),Moliy,354065229,2021
Butter,BTS,1143647827,2021
pushin P (feat. Young Thug),Young Thug,311395144,2022
pushin P (feat. Young Thug),Future,311395144,2022
pushin P (feat. Young Thug),Gunna,311395144,2022
You Right,Doja Cat,672656250,2021
You Right,The Weeknd,672656250,2021
deja vu,Olivia Rodrigo,1256880657,2021
Dynamite,BTS,1692897992,2020
TO THE MOON,Jnr Choi,245095641,2021
Lost in the Fire,The Weeknd,686734357,2019
Lost in the Fire,Gesaffelstein,686734357,2019
Salimo de Noche,Trueno,261414174,2021
Salimo de Noche,Tiago pzk,261414174,2021
Volando - Remix,Sech,610045621,2021
Volando - Remix,Bad Bunny,610045621,2021
Volando - Remix,Mora,610045621,2021
Leave The Door Open,Bruno Mars,1115880852,2021
Leave The Door Open,Anderson .Paak,1115880852,2021
Leave The Door Open,Silk Sonic,1115880852,2021
Knife Talk (with 21 Savage ft. Project Pat),Drake,594482982,2021
Knife Talk (with 21 Savage ft. Project Pat),Project Pat,594482982,2021
Knife Talk (with 21 Savage ft. Project Pat),21 Savage,594482982,2021
Don't Be Shy,Ti??sto,566954746,2021
Don't Be Shy,Kar,566954746,2021
Love Grows (Where My Rosemary Goes),Edison Lighthouse,0,1970
LA FAMA (with The Weeknd),The Weeknd,374706940,2021
LA FAMA (with The Weeknd),ROSAL?,374706940,2021
The Family Madrigal,Olga Merediz,184937148,2021
The Family Madrigal,Stephanie Beatriz,184937148,2021
The Family Madrigal,Encanto - Cast,184937148,2021
Phantom Regret by Jim,The Weeknd,31959571,2022
Dos Oruguitas,Sebastian Yatra,167076418,2021
Freaks,Surf Curse,824420218,2015
Acapulco,Jason Derulo,363467642,2021
Daddy Issues,The Neighbourhood,1127468248,2015
thought i was playing,21 Savage,60680939,2022
thought i was playing,Gunna,60680939,2022
ELEVEN,IVE,247737946,2021
Mood (feat. Iann Dior),24kgoldn,1699402402,2020
Mood (feat. Iann Dior),Iann Dior,1699402402,2020
What Else Can I Do?,Stephanie Beatriz,154797871,2021
What Else Can I Do?,Diane Guerrero,154797871,2021
DANCE CRIP,Trueno,198883004,2021
Miserable Man,David Kushner,124407432,2022
happier,Olivia Rodrigo,850608354,2021
Praise God,Kanye West,376333030,2021
Get Into It (Yuh),Doja Cat,516784627,2021
Before You Go,Lewis Capaldi,1608045237,2019
Sky,Playboi Carti,506778838,2020
Rolling in the Deep,Adele,1472799873,2010
Sobrio,Maluma,513643924,2021
Peru,Ed Sheeran,261286503,2021
Peru,Fireboy DML,261286503,2021
favorite crime,Olivia Rodrigo,783706581,2021
Thunder,Prezioso,422691058,2021
Thunder,Gabry Ponte,422691058,2021
Thunder,LUM!X,422691058,2021
The Business,Ti??,1062345656,2020
positions,Ariana Grande,1252563873,2020
I WANNA BE YOUR SLAVE,M??ne,851070493,2021
Vai L?? Em Casa,Mar??lia Mendon??a,263894529,2021
Vai L?? Em Casa,George Henrique &,263894529,2021
The Feels,TWICE,345903614,2021
HEARTBREAK ANNIVERSARY,Giveon,951637566,2020
No Lie,Sean Paul,956865266,2016
No Lie,Dua Lipa,956865266,2016
OUT OUT (feat. Charli XCX & Saweetie),Charli XCX,427486004,2021
OUT OUT (feat. Charli XCX & Saweetie),Jax Jones,427486004,2021
OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,427486004,2021
OUT OUT (feat. Charli XCX & Saweetie),Saweetie,427486004,2021
Pope Is a Rockstar,SALES,156658366,2016
2055,Sleepy hallow,624515457,2021
Bored,Billie Eilish,777765388,2017
Happier Than Ever - Edit,Billie Eilish,412795151,2021
Astronaut In The Ocean,Masked Wolf,1138474110,2019
Ley Seca,Anuel Aa,355219175,2021
Ley Seca,Jhay Cortez,355219175,2021
Every Summertime,NIKI,290228626,2021
Talking To The Moon,Bruno Mars,1062956628,2010
you broke me first,Tate McRae,1180094974,2020
The Nights,Avicii,1456081449,2014
Take My Breath,The Weeknd,432702334,2021
Way 2 Sexy (with Future & Young Thug),Drake,489945871,2021
Way 2 Sexy (with Future & Young Thug),Future,489945871,2021
Way 2 Sexy (with Future & Young Thug),Young Thug,489945871,2021
C??,Rauw Alejandro,465959382,2021
Enemy - from the series Arcane League of Legends,Imagine Dragons,1223481149,2021
Enemy - from the series Arcane League of Legends,League of Legends,1223481149,2021
Enemy - from the series Arcane League of Legends,Arcane,1223481149,2021
Dance Monkey,Tones and I,2864791672,2019
Lucid Dreams,Juice WRLD,2288695111,2017
Qu?? M??,J Balvin,720825549,2021
Qu?? M??,Maria Becerra,720825549,2021
All of Me,John Legend,2086124197,2013
Smells Like Teen Spirit - Remastered 2021,Nirvana,1690192927,1991
Arcade,Duncan Laurence,991336132,2019
Fair Trade (with Travis Scott),Drake,593917618,2021
Fair Trade (with Travis Scott),Travis Scott,593917618,2021
Bar,Tini,200972675,2021
Bar,L-Gante,200972675,2021
The Rumbling (TV Size),SiM,71014967,2022
family ties (with Kendrick Lamar),Kendrick Lamar,560222750,2021
family ties (with Kendrick Lamar),Baby Keem,560222750,2021
Mr. Brightside,The Killers,1806617704,2003
Blessed-Cursed,ENHYPEN,77337771,2022
AM Remix,J Balvin,528544703,2021
AM Remix,Nio Garcia,528544703,2021
AM Remix,Bad Bunny,528544703,2021
Streets,Doja Cat,865640097,2019
Shallow,Lady Gaga,2159346687,2018
Shallow,Bradley Cooper,2159346687,2018
Polaroid Love,ENHYPEN,211372494,2022
Leave Before You Love Me (with Jonas Brothers),Marshmello,651732901,2021
Leave Before You Love Me (with Jonas Brothers),Jonas Brothers,651732901,2021
Permission to Dance,BTS,608334048,2021
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,863756573,2021
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Nightcrawlers,863756573,2021
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Mufasa & Hypeman,863756573,2021
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Dopamine,863756573,2021
RAPSTAR,Polo G,797402345,2021
'Till I Collapse,Eminem,1695712020,2002
'Till I Collapse,Nate Dogg,1695712020,2002
Memories,Maroon 5,1759567999,2019
Se Le Ve,Arcangel,223319934,2021
Se Le Ve,De La Ghetto,223319934,2021
Se Le Ve,Justin Quiles,223319934,2021
Se Le Ve,Lenny Tav??rez,223319934,2021
Se Le Ve,Sech,223319934,2021
Se Le Ve,Dalex,223319934,2021
Se Le Ve,Dimelo Flow,223319934,2021
Se Le Ve,Rich Music,223319934,2021
25k jacket (feat. Lil Baby),Gunna,54937991,2022
25k jacket (feat. Lil Baby),Lil Baby,54937991,2022
When I???m Gone (with Katy,Katy Perry,226897599,2021
When I???m Gone (with Katy,Alesso,226897599,2021
Esque??a-Me Se For C,Mar??lia Mendon??a,258316038,2021
Esque??a-Me Se For C,Maiara &,258316038,2021
Mi??n,Tini,596152090,2021
Mi??n,Maria Becerra,596152090,2021
S??,Anuel Aa,177129919,2021
S??,Myke Towers,177129919,2021
S??,Jhay Cortez,177129919,2021
MAMIII,Karol G,716591492,2022
MAMIII,Becky G,716591492,2022
Still D.R.E.,Dr. Dre,1210599487,1999
Still D.R.E.,Snoop Dogg,1210599487,1999
Stay Alive (Prod. SUGA of BTS),Jung Kook,246376690,2022
Boyfriend,Dove Cameron,496311364,2022
The Joker And The Queen (feat. Taylor Swift),Ed Sheeran,146789379,2022
The Joker And The Queen (feat. Taylor Swift),Taylor Swift,146789379,2022
The Next Episode,Dr. Dre,843309044,1999
The Next Episode,Snoop Dogg,843309044,1999
Light Switch,Charlie Puth,500340342,2022
City of Gods,Kanye West,107255472,2022
City of Gods,Alicia Keys,107255472,2022
City of Gods,Fivio Foreign,107255472,2022
Brividi,Mahmood,135079152,2022
Brividi,Blanco,135079152,2022
Lost,Frank Ocean,822239726,2012
In Da Club,50 Cent,1202722675,2002
she's all i wanna be,Tate McRae,343197054,2022
Ginseng Strip 2002,Yung Lean,240769997,2013
All For Us - from the HBO Original Series Euphoria,Labrinth,426204830,2019
All For Us - from the HBO Original Series Euphoria,Zendaya,426204830,2019
Notion,The Rare Occasions,421135627,2016
Formula,Labrinth,554875730,2019
Mount Everest,Labrinth,467727006,2019
Excuses,Intense,327498031,2020
Excuses,AP Dhillon,327498031,2020
Excuses,Gurinder Gill,327498031,2020
Cigarettes,Juice WRLD,185408548,2021
